No,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,Season
14079,8,14,274.0,274.0,18.0,112.0,1900.0,40.0,20.2,1011.4,13.6,0.0,SW,1.0,Aotizhongxin,2014-10-01,Musim Panas
14080,8,15,297.0,297.0,21.0,129.0,2000.0,47.0,19.7,1011.3,14.5,0.0,ESE,0.2,Aotizhongxin,2014-10-01,Musim Semi
14081,8,16,337.0,337.0,24.0,132.0,2200.0,58.0,18.4,1011.4,15.1,0.0,SE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14082,8,17,370.0,370.0,17.0,161.0,2400.0,24.0,16.6,1011.8,15.0,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14083,8,18,381.0,381.0,12.0,183.0,2600.0,5.0,15.5,1012.5,14.9,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14084,8,19,388.0,388.0,8.0,182.0,2700.0,2.0,14.8,1012.8,14.5,0.0,NW,0.0,Aotizhongxin,2014-10-01,Musim Semi
14085,8,20,403.0,403.0,7.0,170.0,2700.0,2.0,14.1,1013.1,13.9,0.0,SE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14086,8,21,402.0,402.0,6.0,159.0,2700.0,2.0,13.7,1013.4,13.7,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14087,8,22,393.0,393.0,7.0,165.0,3100.0,2.0,13.4,1013.2,13.4,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14088,8,23,384.0,384.0,8.0,166.0,2700.0,2.0,13.2,1013.2,13.2,0.0,E,0.5,Aotizhongxin,2014-10-01,Musim Semi
14089,9,0,364.0,364.0,7.0,160.0,2600.0,2.0,12.7,1012.9,12.7,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14090,9,1,342.0,342.0,6.0,130.0,2100.0,2.0,12.4,1013.1,12.4,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14091,9,2,332.0,332.0,4.0,111.0,2000.0,2.0,12.4,1012.9,12.4,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14092,9,3,323.0,323.0,5.0,108.0,2000.0,2.0,12.7,1012.9,12.7,0.0,E,0.2,Aotizhongxin,2014-10-01,Musim Semi
14093,9,4,336.0,336.0,4.0,105.0,1900.0,2.0,12.6,1013.2,12.6,0.0,ENE,0.6,Aotizhongxin,2014-10-01,Musim Semi
14094,9,5,337.0,337.0,4.0,106.0,1900.0,2.0,12.4,1013.7,12.4,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14095,9,6,336.0,336.0,3.0,100.0,1900.0,2.0,12.4,1014.1,12.4,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14096,9,7,341.0,341.0,4.0,99.0,1900.0,2.0,13.5,1014.8,13.5,0.0,E,0.6,Aotizhongxin,2014-10-01,Musim Semi
14097,9,8,332.0,332.0,5.0,91.0,2000.0,2.0,14.7,1015.2,14.7,0.0,ENE,1.2,Aotizhongxin,2014-10-01,Musim Semi
14098,9,9,335.0,335.0,6.0,95.0,2000.0,2.0,16.6,1015.3,15.1,0.0,E,0.9,Aotizhongxin,2014-10-01,Musim Semi
14099,9,10,335.0,335.0,10.0,96.0,2000.0,3.0,18.3,1014.9,15.4,0.0,ENE,1.0,Aotizhongxin,2014-10-01,Musim Semi
14100,9,11,338.0,338.0,11.0,98.0,1900.0,13.0,19.5,1014.5,15.2,0.0,E,1.8,Aotizhongxin,2014-10-01,Musim Semi
14101,9,12,345.0,345.0,12.0,99.0,1900.0,27.0,20.4,1013.7,15.6,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Panas
14102,9,13,352.0,352.0,13.0,79.0,1800.0,63.0,21.2,1013.1,15.5,0.0,ENE,0.9,Aotizhongxin,2014-10-01,Musim Panas
14103,9,14,367.0,367.0,14.0,72.0,1700.0,91.0,21.7,1012.8,15.8,0.0,W,0.6,Aotizhongxin,2014-10-01,Musim Panas
14104,9,15,304.0,375.0,12.0,84.0,1800.0,90.0,21.4,1012.6,17.2,0.0,SSE,0.0,Aotizhongxin,2014-10-01,Musim Panas
14105,9,16,241.0,276.5,10.5,105.5,1800.0,82.5,19.6,1012.6,17.4,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14106,9,17,178.0,178.0,9.0,127.0,1800.0,75.0,17.3,1012.9,16.3,0.0,NNE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14107,9,18,446.0,446.0,6.0,142.0,2100.0,48.0,16.2,1013.6,16.0,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14108,9,19,435.0,435.0,5.0,179.0,2200.0,6.0,15.5,1014.1,15.5,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14109,9,20,416.5,428.4,5.066666666666666,177.46666666666667,2193.3333333333335,34.33333333333333,15.2,1014.8,15.2,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14110,9,21,398.0,421.8,5.133333333333334,175.93333333333334,2186.6666666666665,62.666666666666664,15.4,1015.1,15.4,0.0,E,0.6,Aotizhongxin,2014-10-01,Musim Semi
14111,9,22,379.5,415.2,5.2,174.4,2180.0,91.0,14.8,1015.2,14.8,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14112,9,23,361.0,408.6,5.266666666666667,172.86666666666667,2173.3333333333335,91.0,14.0,1015.7,14.0,0.0,ENE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14113,10,0,342.5,402.0,5.333333333333333,171.33333333333334,2166.6666666666665,91.0,14.4,1016.3,14.4,0.0,ENE,0.8,Aotizhongxin,2014-10-01,Musim Semi
14114,10,1,324.0,395.4,5.4,169.8,2160.0,91.0,14.2,1016.2,14.2,0.0,ENE,0.9,Aotizhongxin,2014-10-01,Musim Semi
14115,10,2,305.5,388.8,5.466666666666667,168.26666666666665,2153.3333333333335,91.0,13.9,1016.3,13.9,0.0,E,0.4,Aotizhongxin,2014-10-01,Musim Semi
14116,10,3,287.0,382.2,5.533333333333333,166.73333333333332,2146.6666666666665,91.0,13.6,1016.0,13.6,0.0,ESE,0.5,Aotizhongxin,2014-10-01,Musim Semi
14117,10,4,268.5,375.6,5.6,165.2,2140.0,91.0,12.7,1016.1,12.7,0.0,SE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14118,10,5,250.0,369.0,5.666666666666667,163.66666666666666,2133.3333333333335,91.0,12.5,1016.8,12.5,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14119,10,6,231.5,362.4,5.733333333333333,162.13333333333333,2126.6666666666665,91.0,13.7,1017.5,13.7,0.0,ENE,0.5,Aotizhongxin,2014-10-01,Musim Semi
14120,10,7,213.0,355.8,5.8,160.6,2120.0,91.0,14.8,1018.0,14.8,0.0,ENE,0.9,Aotizhongxin,2014-10-01,Musim Semi
14121,10,8,194.5,349.2,5.866666666666667,159.06666666666666,2113.3333333333335,91.0,15.6,1018.5,15.6,0.0,NE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14122,10,9,176.0,342.6,5.933333333333334,157.53333333333333,2106.6666666666665,91.0,16.8,1018.5,15.5,0.0,ENE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14123,10,10,157.5,336.0,6.0,156.0,2100.0,2.0,18.3,1018.1,15.7,0.0,NE,1.2,Aotizhongxin,2014-10-01,Musim Semi
14124,10,11,139.0,310.0,19.0,111.0,2000.0,13.0,19.5,1017.5,16.0,0.0,ENE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14125,10,12,351.0,351.0,29.0,117.0,2100.0,31.0,20.6,1016.4,16.0,0.0,NNE,1.1,Aotizhongxin,2014-10-01,Musim Panas
14126,10,13,353.0,353.0,26.0,125.0,2000.0,46.0,21.5,1015.5,16.5,0.0,ENE,1.0,Aotizhongxin,2014-10-01,Musim Panas
14127,10,14,343.0,343.0,29.0,101.0,1900.0,92.0,21.3,1015.1,16.5,0.0,N,0.8,Aotizhongxin,2014-10-01,Musim Panas
14128,10,15,327.0,327.0,30.0,84.0,1800.0,124.0,20.8,1014.6,17.0,0.0,ESE,0.0,Aotizhongxin,2014-10-01,Musim Panas
14129,10,16,290.0,290.0,28.0,78.0,1700.0,133.0,19.8,1014.0,17.6,0.0,ESE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14130,10,17,274.0,274.0,21.0,77.0,1600.0,130.0,18.4,1014.3,17.2,0.0,ENE,1.0,Aotizhongxin,2014-10-01,Musim Semi
14131,10,18,275.0,275.0,20.875,76.28125,1579.6875,131.5,18.0,1014.7,16.5,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14132,10,19,279.0,279.0,20.75,75.5625,1559.375,133.0,16.6,1014.8,16.1,0.0,ENE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14133,10,20,279.0,279.0,20.625,74.84375,1539.0625,133.0,15.8,1015.0,15.8,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14134,10,21,320.0,320.0,20.5,74.125,1518.75,133.0,15.3,1015.3,15.3,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Semi
14135,10,22,354.0,354.0,20.375,73.40625,1498.4375,133.0,15.1,1015.4,15.1,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14136,10,23,332.0,332.0,20.25,72.6875,1478.125,133.0,14.3,1015.2,14.3,0.0,N,0.1,Aotizhongxin,2014-10-01,Musim Semi
14137,11,0,332.0,332.0,20.125,71.96875,1457.8125,133.0,14.0,1015.1,14.0,0.0,N,0.0,Aotizhongxin,2014-10-01,Musim Semi
14138,11,1,332.0,332.0,20.0,71.25,1437.5,133.0,13.5,1015.1,13.5,0.0,SE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14139,11,2,332.0,332.0,19.875,70.53125,1417.1875,133.0,13.9,1015.0,13.9,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14140,11,3,304.0,304.0,19.75,69.8125,1396.875,133.0,14.1,1014.8,14.1,0.0,ESE,0.1,Aotizhongxin,2014-10-01,Musim Semi
14141,11,4,308.0,308.0,19.625,69.09375,1376.5625,133.0,14.3,1014.7,14.3,0.0,ENE,0.8,Aotizhongxin,2014-10-01,Musim Semi
14142,11,5,314.0,314.0,19.5,68.375,1356.25,133.0,14.8,1015.0,14.8,0.0,NE,0.7,Aotizhongxin,2014-10-01,Musim Semi
14143,11,6,314.0,314.0,19.375,67.65625,1335.9375,133.0,15.2,1015.1,15.2,0.0,ESE,0.2,Aotizhongxin,2014-10-01,Musim Semi
14144,11,7,314.0,314.0,19.25,66.9375,1315.625,133.0,15.5,1015.3,15.5,0.0,NE,0.7,Aotizhongxin,2014-10-01,Musim Semi
14145,11,8,288.0,288.0,19.125,66.21875,1295.3125,133.0,15.8,1015.8,15.8,0.0,ENE,1.0,Aotizhongxin,2014-10-01,Musim Semi
14146,11,9,267.0,267.0,19.0,65.5,1275.0,133.0,16.6,1015.8,16.6,0.0,NNE,1.2,Aotizhongxin,2014-10-01,Musim Semi
14147,11,10,273.0,273.0,18.875,64.78125,1254.6875,130.70833333333334,17.6,1015.4,16.8,0.0,SE,0.5,Aotizhongxin,2014-10-01,Musim Semi
14148,11,11,251.0,251.0,18.75,64.0625,1234.375,128.41666666666666,19.0,1014.8,16.8,0.0,ENE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14149,11,12,257.0,257.0,18.625,63.34375,1214.0625,126.125,19.1,1014.5,16.9,0.0,NNE,2.0,Aotizhongxin,2014-10-01,Musim Semi
14150,11,13,256.0,256.0,18.5,62.625,1193.75,123.83333333333333,19.2,1014.4,16.8,0.0,NNE,2.2,Aotizhongxin,2014-10-01,Musim Semi
14151,11,14,255.0,255.0,18.375,61.90625,1173.4375,121.54166666666667,18.5,1014.8,16.7,0.0,N,0.2,Aotizhongxin,2014-10-01,Musim Semi
14152,11,15,248.0,248.0,18.25,61.1875,1153.125,119.25,18.2,1015.2,16.5,0.0,NNE,1.7,Aotizhongxin,2014-10-01,Musim Semi
14153,11,16,274.0,274.0,18.125,60.46875,1132.8125,116.95833333333334,18.2,1016.0,16.5,0.0,NNE,0.7,Aotizhongxin,2014-10-01,Musim Semi
14154,11,17,297.0,297.0,18.0,59.75,1112.5,114.66666666666667,18.6,1016.5,10.4,0.0,NE,2.7,Aotizhongxin,2014-10-01,Musim Semi
14155,11,18,125.0,125.0,17.875,59.03125,1092.1875,112.375,18.5,1018.2,9.0,0.0,NE,2.9,Aotizhongxin,2014-10-01,Musim Semi
14156,11,19,26.0,26.0,17.75,58.3125,1071.875,110.08333333333334,17.7,1019.6,7.7,0.0,NE,2.8,Aotizhongxin,2014-10-01,Musim Semi
14157,11,20,17.0,17.0,17.625,57.59375,1051.5625,107.79166666666667,17.3,1020.4,6.5,0.0,NE,4.9,Aotizhongxin,2014-10-01,Musim Semi
14158,11,21,11.0,11.0,17.5,56.875,1031.25,105.5,16.9,1020.8,6.4,0.0,NE,5.3,Aotizhongxin,2014-10-01,Musim Semi
14159,11,22,6.0,6.0,17.375,56.15625,1010.9375,103.20833333333334,16.3,1021.7,6.4,0.0,NE,3.9,Aotizhongxin,2014-10-01,Musim Semi
14160,11,23,8.0,8.0,17.25,55.4375,990.625,100.91666666666667,15.6,1022.2,6.6,0.0,NNE,3.0,Aotizhongxin,2014-10-01,Musim Semi
14161,12,0,6.0,6.0,17.125,54.71875,970.3125,98.625,14.6,1022.5,8.1,0.0,NE,2.3,Aotizhongxin,2014-10-01,Musim Semi
14162,12,1,7.0,7.0,17.0,54.0,950.0,96.33333333333334,14.6,1022.6,6.9,0.0,NE,2.8,Aotizhongxin,2014-10-01,Musim Semi
14163,12,2,4.0,4.0,16.875,53.28125,929.6875,94.04166666666667,15.0,1022.7,5.5,0.0,NE,2.5,Aotizhongxin,2014-10-01,Musim Semi
14164,12,3,4.0,4.0,16.75,52.5625,909.375,91.75,15.3,1023.2,4.3,0.0,NE,2.7,Aotizhongxin,2014-10-01,Musim Semi
14165,12,4,7.0,7.0,16.625,51.84375,889.0625,89.45833333333334,15.3,1023.7,3.4,0.0,NE,2.3,Aotizhongxin,2014-10-01,Musim Semi
14166,12,5,10.0,10.0,16.5,51.125,868.75,87.16666666666667,15.3,1024.8,1.8,0.0,NNE,2.8,Aotizhongxin,2014-10-01,Musim Semi
14167,12,6,9.0,9.0,16.375,50.40625,848.4375,84.875,15.2,1026.0,-1.0,0.0,NE,3.4,Aotizhongxin,2014-10-01,Musim Semi
14168,12,7,6.0,6.0,16.25,49.6875,828.125,82.58333333333334,15.0,1026.8,-0.8,0.0,NNE,2.3,Aotizhongxin,2014-10-01,Musim Semi
14169,12,8,5.0,5.0,16.125,48.96875,807.8125,80.29166666666667,15.2,1027.4,0.6,0.0,NNE,1.7,Aotizhongxin,2014-10-01,Musim Semi
14170,12,9,4.0,4.0,16.0,48.25,787.5,78.0,16.0,1027.4,-0.7,0.0,NNE,2.0,Aotizhongxin,2014-10-01,Musim Semi
14171,12,10,8.0,8.0,15.875,47.53125,767.1875,75.70833333333334,16.6,1026.9,-2.5,0.0,ENE,2.5,Aotizhongxin,2014-10-01,Musim Semi
14172,12,11,5.0,5.0,15.75,46.8125,746.875,73.41666666666667,17.2,1026.0,-2.0,0.0,E,2.5,Aotizhongxin,2014-10-01,Musim Semi
14173,12,12,7.0,7.0,15.625,46.09375,726.5625,71.125,17.4,1025.2,-0.4,0.0,ESE,1.3,Aotizhongxin,2014-10-01,Musim Semi
14174,12,13,11.0,11.0,15.5,45.375,706.25,68.83333333333334,17.5,1024.5,-2.8,0.0,NNE,2.3,Aotizhongxin,2014-10-01,Musim Semi
14175,12,14,6.0,6.0,15.375,44.65625,685.9375,66.54166666666667,17.5,1024.3,-2.2,0.0,NNE,2.1,Aotizhongxin,2014-10-01,Musim Semi
14176,12,15,4.0,4.0,15.25,43.9375,665.625,64.25,16.6,1024.5,-2.0,0.0,NE,2.4,Aotizhongxin,2014-10-01,Musim Semi
14177,12,16,13.0,13.0,15.125,43.21875,645.3125,61.95833333333334,15.9,1024.4,-2.1,0.0,NE,1.6,Aotizhongxin,2014-10-01,Musim Semi
14178,12,17,10.0,10.0,15.0,42.5,625.0,59.66666666666667,15.2,1024.2,-2.3,0.0,NE,1.8,Aotizhongxin,2014-10-01,Musim Semi
14179,12,18,8.0,8.0,14.875,41.78125,604.6875,57.375,14.4,1024.5,-2.1,0.0,NNE,1.8,Aotizhongxin,2014-10-01,Musim Semi
14180,12,19,10.0,10.0,14.75,41.0625,584.375,55.08333333333334,14.5,1024.6,-2.5,0.0,NNE,1.8,Aotizhongxin,2014-10-01,Musim Semi
14181,12,20,11.0,11.0,14.625,40.34375,564.0625,52.79166666666667,13.9,1025.0,-1.7,0.0,NE,2.6,Aotizhongxin,2014-10-01,Musim Semi
14182,12,21,13.0,13.0,14.5,39.625,543.75,50.5,13.1,1025.2,-2.0,0.0,NE,2.0,Aotizhongxin,2014-10-01,Musim Semi
14183,12,22,7.0,7.0,14.375,38.90625,523.4375,48.20833333333334,12.1,1025.4,-2.9,0.0,NE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14184,12,23,11.0,11.0,14.25,38.1875,503.125,45.91666666666667,10.5,1025.2,-2.9,0.0,NE,1.1,Aotizhongxin,2014-10-01,Musim Semi
14185,13,0,6.0,6.0,14.125,37.46875,482.8125,43.625,9.3,1025.2,-2.0,0.0,NE,1.1,Aotizhongxin,2014-10-01,Musim Dingin
14186,13,1,10.0,10.0,14.0,36.75,462.5,41.33333333333334,9.2,1025.1,-2.1,0.0,NE,1.8,Aotizhongxin,2014-10-01,Musim Dingin
14187,13,2,7.0,7.0,13.875,36.03125,442.1875,39.04166666666667,7.4,1025.0,-0.8,0.0,NE,0.7,Aotizhongxin,2014-10-01,Musim Dingin
14188,13,3,5.0,5.0,13.75,35.3125,421.875,36.75,5.9,1024.8,-1.5,0.0,E,0.7,Aotizhongxin,2014-10-01,Musim Dingin
14189,13,4,8.0,8.0,13.625,34.59375,401.5625,34.45833333333334,6.4,1024.8,-2.0,0.0,NNE,1.1,Aotizhongxin,2014-10-01,Musim Dingin
14190,13,5,9.0,9.0,13.5,33.875,381.25,32.16666666666667,5.5,1024.9,-1.4,0.0,NNE,0.9,Aotizhongxin,2014-10-01,Musim Dingin
14191,13,6,7.0,7.0,13.375,33.15625,360.9375,29.875,5.5,1024.6,-1.7,0.0,ENE,1.2,Aotizhongxin,2014-10-01,Musim Dingin
14192,13,7,7.0,7.0,13.25,32.4375,340.625,27.583333333333343,10.4,1025.1,-3.7,0.0,NE,2.0,Aotizhongxin,2014-10-01,Musim Semi
14193,13,8,13.0,13.0,13.125,31.71875,320.3125,25.29166666666667,12.6,1024.7,-2.9,0.0,ENE,1.9,Aotizhongxin,2014-10-01,Musim Semi
14194,13,9,14.0,14.0,13.0,31.0,300.0,23.0,14.3,1024.1,-4.0,0.0,ENE,2.1,Aotizhongxin,2014-10-01,Musim Semi
14195,13,10,9.0,9.0,9.0,22.0,300.0,33.0,15.0,1022.8,-6.6,0.0,N,2.0,Aotizhongxin,2014-10-01,Musim Semi
14196,13,11,5.0,5.0,4.0,14.0,300.0,43.0,16.0,1021.6,-7.0,0.0,ENE,2.6,Aotizhongxin,2014-10-01,Musim Semi
14197,13,12,3.0,3.0,7.0,14.0,300.0,45.0,17.0,1020.1,-6.2,0.0,ENE,1.2,Aotizhongxin,2014-10-01,Musim Semi
14198,13,13,13.0,13.0,8.0,13.0,300.0,47.0,17.5,1018.9,-5.1,0.0,ESE,0.9,Aotizhongxin,2014-10-01,Musim Semi
14199,13,14,4.0,4.0,8.0,13.0,300.0,51.0,18.3,1018.1,-6.5,0.0,WSW,0.9,Aotizhongxin,2014-10-01,Musim Semi
14200,13,15,6.0,6.0,5.0,15.0,300.0,51.0,18.1,1017.7,-5.2,0.0,W,1.9,Aotizhongxin,2014-10-01,Musim Semi
14201,13,16,7.0,7.0,2.0,19.0,300.0,49.0,16.3,1017.3,-4.3,0.0,WSW,2.6,Aotizhongxin,2014-10-01,Musim Semi
14202,13,17,11.0,11.0,5.0,31.0,300.0,40.0,13.8,1017.4,-3.5,0.0,WSW,1.7,Aotizhongxin,2014-10-01,Musim Semi
14203,13,18,17.0,17.0,5.0,67.0,400.0,10.0,11.8,1017.7,-0.4,0.0,W,1.8,Aotizhongxin,2014-10-01,Musim Semi
14204,13,19,20.0,20.0,4.0,88.0,500.0,2.0,9.0,1017.7,4.0,0.0,WSW,1.2,Aotizhongxin,2014-10-01,Musim Dingin
14205,13,20,33.0,33.0,5.0,96.0,500.0,7.0,7.2,1017.9,4.0,0.0,WSW,0.1,Aotizhongxin,2014-10-01,Musim Dingin
14206,13,21,48.0,48.0,5.0,106.0,600.0,2.0,6.2,1018.0,2.8,0.0,W,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14207,13,22,48.0,48.0,4.0,108.0,800.0,2.0,5.8,1017.7,4.0,0.0,WSW,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14208,13,23,49.0,49.0,2.0,102.0,600.0,2.0,5.4,1017.4,2.6,0.0,E,1.0,Aotizhongxin,2014-10-01,Musim Dingin
14209,14,0,54.0,54.0,7.0,100.0,700.0,2.0,4.9,1017.4,3.6,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14210,14,1,62.0,62.0,8.0,90.0,800.0,2.0,4.6,1017.2,4.2,0.0,SE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14211,14,2,33.0,33.0,6.0,63.0,500.0,2.0,4.0,1016.6,3.7,0.0,ESE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14212,14,3,32.0,32.0,5.0,56.0,400.0,2.0,3.9,1016.2,3.8,0.0,ESE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14213,14,4,22.0,22.0,5.0,54.0,300.0,2.0,3.9,1016.3,3.8,0.0,ENE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14214,14,5,23.0,23.0,3.0,52.0,300.0,2.0,3.5,1016.3,3.4,0.0,ENE,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14215,14,6,20.0,53.0,2.0,57.0,300.0,2.0,3.5,1016.1,3.2,0.0,E,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14216,14,7,31.0,66.0,2.0,56.0,400.0,2.0,7.0,1016.1,4.1,0.0,ENE,1.1,Aotizhongxin,2014-10-01,Musim Dingin
14217,14,8,41.0,77.0,4.0,58.0,600.0,2.0,11.6,1016.2,3.1,0.0,E,1.4,Aotizhongxin,2014-10-01,Musim Semi
14218,14,9,36.0,47.0,6.0,59.0,600.0,2.0,13.9,1015.7,1.8,0.0,S,0.6,Aotizhongxin,2014-10-01,Musim Semi
14219,14,10,27.0,63.0,5.0,53.0,500.0,8.0,16.7,1014.9,3.4,0.0,SW,1.0,Aotizhongxin,2014-10-01,Musim Semi
14220,14,11,45.0,128.0,10.0,69.0,600.0,4.0,18.6,1013.9,1.6,0.0,SSW,1.4,Aotizhongxin,2014-10-01,Musim Semi
14221,14,12,39.0,64.0,11.0,64.0,600.0,18.0,19.9,1012.5,1.3,0.0,W,3.9,Aotizhongxin,2014-10-01,Musim Semi
14222,14,13,43.0,79.0,8.0,80.0,600.0,23.0,21.3,1011.3,2.5,0.0,SW,3.2,Aotizhongxin,2014-10-01,Musim Panas
14223,14,14,49.0,103.0,10.0,68.0,500.0,47.0,21.6,1010.4,3.3,0.0,WSW,2.2,Aotizhongxin,2014-10-01,Musim Panas
14224,14,15,48.0,106.0,9.0,48.0,400.0,69.0,21.3,1009.9,2.5,0.0,WSW,2.3,Aotizhongxin,2014-10-01,Musim Panas
14225,14,16,50.0,101.0,11.0,44.0,400.0,71.0,19.7,1009.8,2.1,0.0,SW,1.3,Aotizhongxin,2014-10-01,Musim Semi
14226,14,17,38.0,105.0,10.0,44.0,400.0,66.0,17.3,1009.9,2.8,0.0,SW,1.0,Aotizhongxin,2014-10-01,Musim Semi
14227,14,18,59.0,143.0,10.0,63.0,500.0,52.0,15.4,1010.0,4.4,0.0,W,1.5,Aotizhongxin,2014-10-01,Musim Semi
14228,14,19,70.0,148.0,8.0,89.0,700.0,29.0,15.2,1010.0,4.8,0.0,WSW,1.8,Aotizhongxin,2014-10-01,Musim Semi
14229,14,20,80.0,173.0,10.0,100.0,800.0,21.0,14.7,1009.9,5.2,0.0,WSW,1.3,Aotizhongxin,2014-10-01,Musim Semi
14230,14,21,93.0,163.0,15.0,88.0,900.0,22.0,11.9,1009.9,6.6,0.0,SW,0.0,Aotizhongxin,2014-10-01,Musim Semi
14231,14,22,105.0,181.0,16.0,105.0,1000.0,2.0,9.5,1009.5,7.1,0.0,WSW,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14232,14,23,121.0,202.0,17.0,111.0,1000.0,2.0,8.7,1009.0,7.5,0.0,W,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14233,15,0,135.0,219.0,15.0,105.0,1000.0,2.0,7.9,1008.7,7.5,0.0,W,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14234,15,1,130.0,192.0,5.0,97.0,1000.0,2.0,7.3,1008.2,6.9,0.0,W,0.0,Aotizhongxin,2014-10-01,Musim Dingin
14235,15,2,107.0,152.0,7.0,106.0,1000.0,2.0,6.8,1007.5,6.7,0.0,E,0.2,Aotizhongxin,2014-10-01,Musim Dingin
14236,15,3,81.0,147.0,8.0,101.0,1000.0,2.0,7.1,1007.3,6.7,0.0,ENE,0.5,Aotizhongxin,2014-10-01,Musim Dingin
14237,15,4,82.0,140.0,7.0,92.0,1000.0,2.0,7.5,1007.7,6.1,0.0,ENE,0.6,Aotizhongxin,2014-10-01,Musim Dingin
14238,15,5,86.0,130.0,7.0,85.0,800.0,2.0,7.5,1007.8,6.0,0.0,WNW,1.3,Aotizhongxin,2014-10-01,Musim Dingin
14239,15,6,85.0,117.0,6.0,80.0,700.0,2.0,7.4,1008.1,6.7,0.0,NNW,0.9,Aotizhongxin,2014-10-01,Musim Dingin
14240,15,7,83.0,127.0,7.0,81.0,800.0,2.0,10.5,1008.3,6.6,0.0,NE,0.0,Aotizhongxin,2014-10-01,Musim Semi
14241,15,8,92.0,150.0,9.0,80.0,800.0,2.0,17.7,1008.7,3.2,0.0,NE,1.5,Aotizhongxin,2014-10-01,Musim Semi
14242,15,9,79.0,99.0,16.0,79.0,800.0,2.0,20.2,1008.8,-1.0,0.0,N,4.1,Aotizhongxin,2014-10-01,Musim Panas
14243,15,10,24.0,120.0,7.0,33.0,300.0,39.0,20.8,1008.8,-1.7,0.0,NNE,4.1,Aotizhongxin,2014-10-01,Musim Panas
14244,15,11,20.0,148.0,4.0,15.0,200.0,54.0,20.8,1009.1,-1.7,0.0,NNE,4.5,Aotizhongxin,2014-10-01,Musim Panas
14245,15,12,16.0,127.0,3.0,13.0,200.0,55.0,21.6,1008.8,-0.4,0.0,NNE,2.8,Aotizhongxin,2014-10-01,Musim Panas
14246,15,13,13.0,105.0,2.0,12.0,200.0,58.0,21.6,1008.6,-2.3,0.0,NNE,3.6,Aotizhongxin,2014-10-01,Musim Panas
14247,15,14,11.0,154.0,3.0,10.0,200.0,63.0,21.9,1008.7,-3.5,0.0,N,4.5,Aotizhongxin,2014-10-01,Musim Panas
14248,15,15,13.0,84.0,2.0,11.0,200.0,64.0,21.0,1009.4,-7.6,0.0,NNW,4.7,Aotizhongxin,2014-10-01,Musim Panas
14249,15,16,11.0,49.0,2.0,12.0,200.0,63.0,19.6,1010.3,-8.7,0.0,NNE,4.0,Aotizhongxin,2014-10-01,Musim Semi
